review_id,business_id,user_id,stars,date,text
rGQRf8UafX7OTlMNN19I8A,mglME3E7esPSpIF5bias8w,1WHRWwQmZOZDAhp2Qyny4g,5.0,2015-06-21 14:48:06,"My experience with Shalimar was nothing but wonderful. 
I wanted to get my engagement ring sized and was told over the phone that it could probably be done within the day. 
When I brought it by, the team confirmed that the jeweler would be able to accommodate my same-day request and that it would be around $40 (simple band, decrease by three full sizes).
I checked my size one more time, confirmed, and left to let them do their thing.
When I came to pick up later that afternoon, the ring was too small. It's very important to note that Shalimar sized the ring perfectly, but that I made a mistake and should've gone up a half-size.
The Shalimar group were completely understanding and accommodating, even resizing my ring back up and getting it back to me within an hour at no charge! Even though it was my mistake!
The associates' attitudes in dealing with what was a pretty embarrassing situation instantly earned my satisfaction and loyalty as a customer. Very grateful for such a wonderful experience."
l3Wk_mvAog6XANIuGQ9C7Q,x1mhq4IpWctQOBM06dU8vg,ZbqSHbgCjzVAqaa7NKWn5A,4.0,2015-08-19 14:31:45,"Locals recommended Milktooth, and it's an amazing jewel of Indianapolis. I'm glade I had the chance to experience this."
XW_LfMv0fV21l9c6xQd_lw,wghnIlMb_i5U46HMBGx9ig,9OAtfnWag-ajVxRbUTGIyg,4.0,2014-06-27 22:44:01,Love going here for happy hour or dinner!  Great patio with fans to beat the StL heat!   Also...very accomodating at this location.  I like the Veal Milanese but with mixed greens instead of pasta!  they'll modify the menu to suit your taste!
8JFGBuHMoiNDyfcxuWNtrA,ABxoFuzZy5mqQ8C5FJJajQ,smOvOajNG0lS4Pq7d8g4JQ,4.0,2009-10-14 19:57:14,"Good food--loved the gnocchi with marinara
the baked eggplant appetizer was very good too

The service was very slow, but despite this, I'd go back, the food is just that good"
UBp0zWyH60Hmw6Fsasei7w,wghnIlMb_i5U46HMBGx9ig,4Uh27DgGzsp6PqrH913giQ,4.0,2011-10-27 17:12:05,"The bun makes the Sonoran Dog. It's like a snuggie for the pup. A first, it seems ridiculous and almost like it's going to be too much, exactly like everyone's favorite blanket with sleeves. Too much softness, too much smush, too indulgent.  Wrong. It's warm, soft, chewy, fragrant, and it succeeds where other famed Sonoran Dogs fail. 

The hot dog itself is flavorful, but I would prefer that it or the bacon have a little more bite or snap to better hold their own against the dominant mustard and onions. 

I'm with the masses on the carne asada caramelo. Excellent tortilla, salty, melty cheese, and great carne. 

Super cheap and you can drive through."
OAhBYw8IQ6wlfw1owXWRWw,lwItZ1Ck3KtpCgG4CPFmpQ,1C2lxzUo1Hyye4RFIXly3g,5.0,2014-10-11 16:22:06,"Great place for breakfast! I had the waffle, which was fluffy and perfect, and home fries which were nice and smashed and crunchy. Friendly waitstaff. Will definitely be back!"
oyaMhzBSwfGgemSGuZCdwQ,bCBPXIVfVzBZBEpFu29dcg,Dd1jQj7S-BFGqRbApFzCFw,5.0,2013-06-24 11:21:25,"Tremendous service (Big shout out to Douglas) that complemented the delicious food. Pretty expensive establishment (40-50$ avg for your main course), but its definitely backs that up with an atmosphere that's comparable with any of the top tier restaurants across the country."
LnGZB0fjfgeVDVz5IHuEVA,ROeacJQwBeh05Rqg7F6TCg,j2wlzrntrbKwyOcOiB3l3w,4.0,2014-08-10 19:41:43,"The hubby and I have been here on multiple occasions and we have loved every part of the meal, every single time. Everyone from the servers to the bartender is very knowledgable about the menu and was able to immediately recommend items I could eat as-is, substitute or delete to make something safe for this Celiac girl to eat. The wine and cocktail menus are spot on. The food divine.  My only wish is that they would have a gluten-free dessert, we've always had to go elsewhere for something sweet. But that is not a big deal and I still want to go here time and time again."
u2vzZaOqJ2feRshaaF1doQ,n_0UpQx1hsNbnPUSlodU8w,NDZvyYHTUWWu-kqgQzzDGQ,5.0,2016-03-07 00:02:18,"I go to blow bar to get my brows done by natalie (brow specialist) which i highly recommend she is great does a great job on my eyebrows! But then i got a blow by victoria!! Wow i was impress i have thin, straight, dead hair and she left me with the biggest volume ive ever had!!! Tried another girl but didnt like it as much so victoria will be my girl for ever; very beautiful clean place!!!"
Xs8Z8lmKkosqW5mw_sVAoA,CF33F8-E6oudUQ46HnavjQ,IQsF3Rc6IgCzjVV9DE8KXg,5.0,2014-11-12 15:30:27,"My absolute favorite cafe in the city. Their black and white latte is probably the best I've ever had (not too sweet and just the right amount of foam), soups are always really good (even for non-soup people) and there's just a lot of space to do work. The noise level is perfect, the music is at a perfect level, and I always enjoy when patrons bring their dogs. I'll keep giving them my business for as long as I can."
vBK79c3_1Ff_oqkh5VpfGg,bCBPXIVfVzBZBEpFu29dcg,Ohhrhu1RkqfVciIVx_W5HQ,5.0,2009-10-13 19:49:51,"HOLY SMOKES!

actual pumpkin pie mixed in with the frozen custard......are you kidding me? Why hasn't this become a huge sweep the nation treat. 

The best part was the chunks of pie crust. Like finding a diamond inside another diamond. Super yummy."
ZVvhc3Go7v5I8XTiVoWmqQ,wghnIlMb_i5U46HMBGx9ig,WBpQDAZymU0dhIqXcACGNw,3.0,2014-11-12 14:12:20,"Upland is a brewery based out of Bloomington, Indiana that has become popular enough to open up a couple additional locations in central Indiana.  All of their beers are very good, and I am also a fan of their burgers and tenderloins.  Therefore, I was excited to try their pizza, but I don't think it ended up being on par with these other items.  My margherita pizza had a cracker-like crust and was pretty light overall.  The cheese was good, but none of the other toppings added much flavor.  There was no red sauce as is typical for a true margherita pizza.  My opinion is that Upland's pizza might serve as a nice appetizer for a group, but I'll be sticking with their burgers or tenderloins as my meal of choice on future visits."
J-4NdnDZ0pUQaUEEwDI9KQ,Pns2l4eNsfO8kk83dixA6A,vrKkXsozqqecF3CW4cGaVQ,5.0,2012-12-04 16:46:20,I thoroughly enjoyed the show.  Chill way to spend a Friday night.
eCiWBf1CJ0Zdv1uVarEhhw,n_0UpQx1hsNbnPUSlodU8w,OhECKhQEexFypOMY6kypRw,4.0,2013-09-04 03:48:20,"Yes, this is the only sushi place in town. However, it is great when you're craving sushi and don't have time to go somewhere else. The salmon is probably the best fish they have, so we always order salmon. We also love their spicy edamame, tempura, ocean salad, and cabbage salad. Service has always been friendly and quick!"
lUUhg8ltDsUZ9h0xnwY4Dg,mglME3E7esPSpIF5bias8w,RreNy--tOmXMl1en0wiBOg,4.0,2018-07-17 03:30:07,"I was really between 3 and 4 stars for this one. I LOVE the 96th street Naked Tchopstix so I was very excited to see this one which is closer to my house.
The vibe is totally different as this is geared more to take out although they do have a decent size dining area. You order at the counter and they deliver it.
My daughter and I tried the sushi bowl. You pick up a piece of paper and  select from a choice of proteins, vegetables, rice and toppings. I like the fact that it is on paper and you don't have to guess what things are or have to shout over the counter to tell the server what you want. The sushi bowl was good but not wonderful. The choices particularly of the vegetables seemed a little too limiting and I felt I had more rice than other food items. The sauces were tasty. My husband ordered the Maui roll which is my favorite roll at the 96th street location and this just was not up that standard. It was good but the quality and consistently was not as good as at 96th street. I would go back though and I think a lot of people would be happy with the sushi bowls. I do want to make a comment about the low reviews that people have given the place because of service. People - it is a sushi place - it isn't McDonalds- so it will be a bit slower. You are not going to order and get out of there in five minutes even though it is called express. As a healthy alternative to fast food in the area, it is worth the wait. Oh and try the bubble tea. I had the strawberry and it was quite yummy. Next time I am going to try the vanilla chai."
qS6kE7CDoDagyPZwmueJaQ,lwItZ1Ck3KtpCgG4CPFmpQ,zoBajEyVA0z4IjbFsMJksg,4.0,2015-06-08 19:45:48,Went for lunch. Beef brisket sandwich was awesome.   So juicy and tender.    Pulled pork was was just as good!
G_5UczbCBJriUAbxz3J7Tw,CF33F8-E6oudUQ46HnavjQ,clWLI5OZP2ad25ugMVI8gg,5.0,2013-08-15 15:27:51,Best thai food in the area.  Everything was authentic and delicious.  Will definitely be back again and again.
z0osLHDvXvzfm57D4DmD2Q,Pns2l4eNsfO8kk83dixA6A,xVKE_HJ2pwUtTdLbL3pnCg,3.0,2016-11-22 00:22:53,"Service was crappy, and food was mediocre.  I wish I would have picked some other place for my last dinner in town."
DyrAIuKl60j_X8Yrrv-kpg,CF33F8-E6oudUQ46HnavjQ,mNsVyC9tQVYtzLOCbh2Piw,5.0,2014-10-27 02:47:28,"I recently had dinner here with my wife over the weekend and could not have been more pleased! 

Our meal was excellent! My wife and I were astounded by how quickly our food came out! Everything tasted fresh and homemade which we both appreciated. 

The only problem was trying to pick something from the menu as there were too many delicious sounding items to choose from. We will definitely be returning to try more items! Can't wait to see what the next chef specials will be!"
elqRpX9T3YwL07uLNtN3Bg,Pns2l4eNsfO8kk83dixA6A,-sryo4gDYxbZ1T5Bz4l5Bw,2.0,2015-02-02 04:29:13,"I at least have to give this restaurant two stars due to the decent food. But while on a dinner meeting and after spending $100 on entrées and appetizers, I had to flag down the assistant cook, (the guy in bright red baggy pants watching TV), to see if I could get more avocado for my tuna entrée.  He made it very apparent and direct that he could not help me with that situation and I would have to flag down my  waitress so she could bill me for the four dollar avocado."
-P5E9BYUaK7s3PwBF5oAyg,bMratNjTG5ZFEA6hVyr-xQ,Jha0USGDMefGFRLik_xFQg,5.0,2017-02-19 13:32:05,First time there and it was excellent!!! It feels like your are entering someone's home. The waiters there funny and nice. The food come out very quickly and it is phenomenal!!! Definitely will be going back to this place.
YbMyvlDA2W3Py5lTz8VK-A,bbEXAEFr4RYHLlZ-HFssTA,4hBhtCSgoxkrFgHa4YAD-w,5.0,2017-01-02 03:17:34,"Great burgers,fries and salad!  Burgers have a hint of salt and pepper flavor.

This location is very quaint. They only have outdoor seating

Friendly staff.

Street parking as well as parking lot in the back."
40thYphUgIfvJq17QCfTwA,0pMj5xUAecW9o1P35B0AMw,QzCEzH3R7Z6erOGLr3t55Q,5.0,2017-05-26 13:10:24,Great staff always helps and always nice. Always clean and huge store size. Stays stocked with everything you need. The staff always helps make my custom breakfast bagel
xdQe2E8jR6pLA07p1aYtKA,X8lfGPagfLzfOsx0k08NRQ,yFuE8SPF-d1GXJUWYgKtzg,5.0,2017-05-13 14:15:29,"Took my vehicle here for some work a few years ago for a manufacturer recall. Problem went away and then started hearing another noise which I thought was related, but turned out was a completely different issue. Kevin and his mechanic lifted my car right up and fixed the issue FREE OF CHARGE even though I told them I'd pay. Outstanding individuals for doing that. Highly recommend!"
p198qZsKOMCUhgdtRWsOKQ,8QnuWGVNBhzyYXGSeRdi4g,3MpDvy5gEdsbZh9-p92dHg,4.0,2013-10-24 19:24:33,"After my ROTD  yesterday of a different Sweet CeCe's location, I realized that I had never reviewed my local source!  Anyway, I love the product.  Love love love.  And I usually like their selection of toppings - good mix between healthy and not-so-healthy.  Sometimes the girls working there aren't really paying attention or are nowhere to be found.  Sometimes you have to remind them of their deals (like $5 Friday).  But I can't give it less than 4 stars because I just love it so much."
L0jv8c2FbpWSlfNC6bbUEA,IDtLPgUrqorrpqSLdfMhZQ,bFPdtzu11Oi0f92EAcjqmg,5.0,2016-10-13 22:50:47,"What a great addition to the Funk Zone!  Grab a bite, grab some tastings, life is good. Right next door to the Santa Barbara Wine Collective, in fact it actually shares the same tables.  We had a fabulous savory croissant."
rj0asGlfKjlXH6iEgu-jdw,LfYUOclwLs_SPrNAdKMjsw,wA7V8Ijgbv-16rmnwW-hjA,5.0,2013-11-14 04:02:52,Nice relaxing place to get a massage! Same day appointments are easy to come by! I have never been disappointed with any therapist I have had at the Center!
pHwbdway4yeI-dSSmZA7-Q,PY9GRfzr4nTZeINf346QOw,qEEk0PuoH1dVa619t8fgpw,4.0,2017-09-20 16:16:47,"We checked in around 2:30 pm.  Check-in was quick and easy with complimentary valet parking (always appreciated).  The Peppermill is huge and reminded us of the Caesars Palace in Las Vegas.  They have around eight restaurants on site offering almost any type of food you could want.  The casino area is huge, rivaling almost anything you could find in Las Vegas.  One thing we noticed is that many of the slot machines were noted as being penny machines, but when you actually started to play them you realized they had minimum bets of anywhere from 30 cents to $5.  Talk about false advertising!  We were in the Tuscany Tower on the 12th floor.  Our room had a nice view of the huge pool area.  Our room was large and featured free WiFi (likewise always appreciated), a huge bathroom area with large shower (with two shower heads), TV, a large jetted bathtub and a phone next to the commode.  There were dual sinks and lots of counter space.  Plenty of towels were supplied.  The roomy main area had a king bed with night stands, closet, TV, mini fridge, dresser with two drawers, a safe, table for computer or writing, complimentary bottles of water, and three nicely upholstered chairs and table.  The thermostat did a good job controlling the temperature and keeping it comfortable.  Staff were all courteous and helpful.  A very nice place and we enjoyed our stay."
JBWZmBy69VMggxj3eYn17Q,kq5Ghhh14r-eCxlVmlyd8w,aFa96pz67TwOFu4Weq5Agg,5.0,2018-08-23 21:39:38,"My boyfriend and I tried this deli for the first time today. I had a turkey, avocado & bacon panini and he ha a buffalo chicken wrap. We will definitely be returning. The wait for food wasn't too long, which is always appreciated during lunch hour. There was SO much to choose from. They have salads, soup, macaroni, sandwiches and hot food. I love a deli that has many options to choose from!"
E9AB7V4z8xrt2uPF7T55FQ,Zx7n8mdt8OzLRXVzolXNhQ,iYY5Ii1LGpZCpXFkHlMefw,5.0,2018-04-27 23:03:21,Amazing biscuits and (fill in the blank). Great cocktails too. Highly recommended. A bit busy though.
mO398Ed5dpv1H5ZsKc8KXw,hKameFsaXh9g8WQbv593UA,yobeeTUBfaTBcnk26mXNuA,4.0,2015-04-15 15:30:48,Food was good- atmosphere/decor is like a fishing lodge- menu is someplace between outback & bonefish. Went on a Groupon & all 3 of our meals & calamari appetizer that we ordered were cooked perfectly- we will def be back.
RB8UpF_kT2xoOC51OzXEeA,A2q7d-CBM2-81tVkmS4JMw,EZjT2qJN0mOXypMAqZdSrQ,2.0,2017-07-08 18:58:42,"Straight to the point, it's cheap, it tastes and feels cheap

The good: price, location, dessert (edible food items are: baked chicken, fried chicken, mashed potatoes, Salad bar lol, meat and cheese bar, ravioli, pizza) also our waitress was bomb af

The meh: behind counter meat slicing station, shrimp (not even deveined), Mexican station

The bad: breakfast -worst eggs ever, actually worst, eggs. Le Benedict can't even cut through ham or English muffin (tried on all 3 occasions), steak, shrimp again, hell breaded items can't even, don't even. Decor it's the 1970 nightmare you can imagine

Tried 3 times and failed"
YcLXh-3UC9y6YFAI9xxzPQ,oBhJuukGRqPVvYBfTkhuZA,G0DHgkSsDozqUPWtlxVEMw,4.0,2015-03-05 03:37:54,"The only reason I didn't give this restaurant a 5 star rating, is because of one single pretentious waiter. As a 4 night guest at Hotel Palomar, the location of the restaurant is an obvious plus. The first night of my stay, I met a coworker in the restaurant for a cocktail. When we arrived, the host staff were busy and not available, so we just walked in. The restaurant was not too busy, so we just looked at a small table next to the bar and proceeded to take a seat. A waiter came by and I quickly asked if we could have a seat, before sitting down and told him we'd only be having cocktails. He stumbled on his reply, and in an irritated/in-convinced tone, told me ""I guess it would be fine"" and basically just kept walking mid sentence. My guest and I brushed it off, and started having a conversation while looking at the drink menu. To make a long story short, he was distant and we both got the ""couldn't be bothered"" vibe from him. When it came to the bill, we asked if it could be split due to company transaction policies, and you would have thought asked him for some inconceivable task. We basically spent the rest of our night and elevator ride to our room in shock of the rudeness we had just experienced. 

Although that situation left a bad taste in our mouth, and the night before we decided to avoid the restaurant, we decided to grab another cocktail and give this place one more try. After looking around and ensuring ""last nights waiter"" wasn't on shift, we walked over to the bar and started looking over the menu. Instantly, the bartender greeted us with pleasant small talk and made us feel 100% welcome. He asked about our day, recommended cocktails and was a completely genuine person. This guy (I think his name was Ben) is an absolute star! He gave us lessons on Whiskey, described how to make classic cocktails, and was 100% invested in our experience. This is exactly what a bartender at a 4/5 star establishment should be - actually he exceeds that. He was kind, funny, friendly and completely redeemed this restaurant/bar from our terrible experience the night before. 
I also ordered room service last night from this restaurant, and it was amazing. The bacon wrapped dates and chocolate cake are to die for! Great restaurant and amazing bartender(s). Too bad one bad egg could have spoiled this experience."
qGQvUHmC02PAZW3H1WTIfw,eaJCpC6IhYphj7bwCDHTwQ,RRTQpg8hutdimzAYuP_Hbw,5.0,2015-08-30 13:41:47,"Stopped by after a Sunday morning walk in the park - great food, coffee customer service - love the vibe in here"
jC-fGfx-YLqxVBcyTAd4Pw,W4ZEKkva9HpAdZG88juwyQ,EBa-0-6AKoy6jziNexDJtg,3.0,2013-12-29 02:37:42,"In a word... ""OVERRATED!"".  The food took forever to come out.  The burger was WAY overcooked (Especially when I ordered it Medium Rare) and the Seafood Jumbalaya was Decent.  Not worth the price.  There are better places to eat in the french quarter.  It was not horrible, but for everything that we had heard about this place, I would have expected much better."
ra9fNjYUumKp_iaqv-jjDg,jTI5Xjk27An8ceJ6VwpXiQ,l_izt6hn7oTxalU06mSyqg,4.0,2013-08-15 15:57:09,"Comfortable bed, good breakfast, fast internet, great location, and low price. Overall I was really impressed with this place. However, if you stay on the top floors you may be waiting up to 15 minutes for an elevator in the morning."
Ki90-hauSIfW_7sBuBBqfA,j8JOZvfeHEfUWq3gEz6ABQ,Z2cOL3n9V8NoguJ-uU_Nvw,2.0,2014-06-11 14:55:14,"NEVER AGAIN. This is a so called restaurant that does nothing that a restaurant should other than prepare food, because the rest is done by the patron. Want water? Get up and go across the yard to get it. Want a drink, walk up a flight of stairs and pay cash. Want to sit in a dirty yard in dirty lawn chairs, enjoy yourself. The wait staff is mildy helpful in that they bring you your food after you go to the window and pay cash for it...kind of like New Orleans Hamburger and Seafood, but dirty and with live music (which is nice). It's a one in a lifetime experience for me...just once."
TcCcHzc3L6Aboq3DteEfZA,jNL5KUPz2-tHUJM__ysSaw,OuatwND396ZQxm2zK8WlUQ,1.0,2014-08-24 20:14:12,"If you want to pay for everything a la carte this is the place for you.  
Food wasn't terrible not impressive.
They brought a basket of chips and some tomato sauce which I asked politely for something spicier and some pico de gallo.  She brought them happily to me and the salsa was much better.  When asked what we would like to drink I asked for a coke and she brought out a bottle which I stated I wanted the fountain drink.  She said ""oh that's only Pepsi"".  Never mentioned that they only had bottle drinks for coke.  
We ordered our food which was reasonably priced, asked for sour cream and also to put cheese on the taco.  She let us know cheese was extra.  
It was $2.50 extra for another basket of chips.  
When I received the bill we paid more for the condiments then the actual food.  Side of sour cream 2.00, pico de gallo 2.50, salsa 2.00, chips 2.50, cheese 1.00 and the bottled coke that we didn't want 5.00.  
Just a suggestion...when you order anything make sure to ask if there is an extra charge."
A4n4YaE-owOVgTQcrVqHUw,I6L0Zxi5Ww0zEWSAVgngeQ,S7bjj-L07JuRr-tpX1UZLw,4.0,2018-07-07 20:50:12,The cafe was extremely cute. We came at 8am and they even had a jazz band playing at that time. I got the breakfast sandwich and it was delicious. I loved how they rolled the egg and put the bacon pieces inside. Great price for a filling breakfast!
cvQXRFLCyr0S7EgFb4lZqw,EtKSTHV5Qx_Q7Aur9o4kQQ,ZGjgfSvjQK886kiTzLwfLQ,5.0,2009-10-14 01:15:04,"On a scale of one to things that are awesome, this place is the bomb. 

I was drawn in by the promise of the duckfat frenchfries. Took the boy for his birthday and put our name in, had a drink around the corner while we waited and were given seats at the bar after about 45 minutes. 

We were waited on by Keith, the bartender, who was congenial, knowledgeable about his whiskeys and an all-around cool guy. We started with 3 cape may salts (two for me, one for the boy) and tater tots, both of which made me happy.

For dinner, I got Kentucky Fried Quail (stellar, though the succotash was not as exciting as I wanted it to be) and the boy got the 24$ Fois Gras burger, which was incredible. Worth every penny. The duckfat fries were pretty yummy, but not even the best part of the meal. I could've done without the cheese sauce, but as it was on the side I wasn't deterred.

I look forward to coming back here, with everyone I know."
